Year,Matchday,Team_1,Team_2,Day,Stadium,Time,Referee,Gls_T1,Gls_T2,FR,Gls_fh_T1,Gls_fh_T2,FHR,Gls_sh_T1,Gls_sh_T2,SHR,Gls_0_15_T1,Gls_16_30_T1,Gls_31_HT_T1,Gls_46_60_T1,Gls_61_75_T1,Gls_76_FT_T1,Gls_0_15_T2,Gls_16_30_T2,Gls_31_HT_T2,Gls_46_60_T2,Gls_61_75_T2,Gls_76_FT_T2,Coach_T1,Coach_T2,Poss_T1,Poss_T2,Svs_T1,Svs_T2,Crcl_svs_T1,Crcl_svs_T2,Pnt_T1,Pnt_T2,Atp_T1,Atp_T2,Atp_on_T1,Atp_on_T2,Atp_on_fk_T1,Atp_on_fk_T2,Atp_off_T1,Atp_off_T2,Atp_off_fk_T1,Atp_off_fk_T2,Atp_on_pb_T1,Atp_on_pb_T2,FlsC_T1,FlsC_T2,Post_T1,Post_T2,Scr_chc_T1,Scr_chc_T2,Ast_T1,Ast_T2,Off_T1,Off_T2,Crn_T1,Crn_T2,1st_yllw_crd_T1,1st_yllw_crd_T2,2nd_yllw_crd_T1,2nd_yllw_crd_T2,rd_crd_T1,rd_crd_T2,Fst_brk_T1,Fst_brk_T2,Crs_T1,Crs_T2,Lng_blls_T1,Lng_blls_T2,Atk_mddl_T1,Atk_mddl_T2,Atk_rght_T1,Atk_rght_T2,Atk_lft_T1,Atk_lft_T2,bet365_home_win,bet365_draw,bet365_away_win
2014-15,6,MILAN,CHIEVOVERONA,04/10/2014,GIUSEPPE MEAZZA - MILANO,20:45,PAOLO SILVIO MAZZOLENI,2,0,H,0,0,D,2,0,H,0,0,0,1,0,1,0,0,0,0,0,0,Filippo Inzaghi,Eugenio Corini,66%,34%,1,2,0,0,0 (0),0 (0),15,4,4,1,1,0,11,3,0,0,0,0,11,25,0,0,5,1,2,0,2,2,9,2,2,5,0,0,0,0,0,2,11,3,3,4,3,9,15,1,13,3,1.4,4.75,7
2014-15,6,EMPOLI,PALERMO,05/10/2014,CARLO CASTELLANI - EMPOLI,12:30,NICOLA RIZZOLI,3,0,H,2,0,H,1,0,H,1,0,1,0,1,0,0,0,0,0,0,0,Maurizio Sarri,Giuseppe Iachini,58%,42%,1,9,0,0,0 (0),0 (0),18,3,12,1,2,0,6,2,0,0,0,0,16,25,0,0,4,0,3,0,3,5,12,4,0,4,0,0,0,0,1,0,10,3,0,3,2,4,5,1,8,1,2.38,3.2,3
2014-15,6,LAZIO,SASSUOLO,05/10/2014,OLIMPICO - ROMA,15:00,DINO TOMMASI,3,2,H,3,1,H,0,1,A,1,1,1,0,0,0,0,1,0,1,0,0,Stefano Pioli,Eusebio Di Francesco,55%,45%,3,6,1,3,0 (0),1 (1),12,9,9,6,1,2,3,3,1,1,0,0,20,11,0,1,9,5,6,2,2,0,4,1,2,1,1,1,0,0,5,4,9,7,23,16,7,10,10,5,9,3,1.5,4,7
2014-15,6,PARMA,GENOA,05/10/2014,ENNIO TARDINI - PARMA,15:00,DANIELE DOVERI,1,2,A,0,0,D,1,2,A,0,0,0,0,1,0,0,0,0,1,0,1,Roberto Donadoni,Gian Piero Gasperini,52%,48%,4,5,0,0,0 (0),0 (0),10,13,6,6,0,0,4,7,2,0,0,0,27,13,0,0,2,6,7,7,1,1,6,3,2,2,0,1,0,0,2,6,6,6,9,4,3,4,1,4,5,3,1.91,3.4,4
2014-15,6,SAMPDORIA,ATALANTA,05/10/2014,LUIGI FERRARIS - GENOVA,15:00,MASSIMILIANO IRRATI,1,0,H,1,0,H,0,0,D,0,0,1,0,0,0,0,0,0,0,0,0,Sinisa Mihajlovic,Stefano Colantuono,47%,53%,1,3,0,0,0 (0),0 (0),11,7,4,1,0,0,7,6,0,1,0,0,18,14,0,0,3,3,0,2,2,0,3,4,3,3,0,0,0,0,7,6,6,17,12,8,10,12,10,17,10,12,1.83,3.4,4.5
2014-15,6,UDINESE,CESENA,05/10/2014,DACIA ARENA - STADIO FRIULI - UDINE,15:00,MAURIZIO MARIANI,1,1,D,0,0,D,1,1,D,0,0,0,0,1,0,0,0,0,0,1,0,Andrea Stramaccioni,Pierpaolo Bisoli,55%,45%,4,2,3,1,0 (0),1 (1),11,7,3,5,0,1,8,2,0,1,0,0,9,11,0,0,5,6,1,3,1,2,7,1,3,3,0,0,0,0,7,2,10,8,21,9,4,2,6,1,2,0,1.45,4.2,7.5
2014-15,6,JUVENTUS,ROMA,05/10/2014,ALLIANZ STADIUM - TORINO,18:00,GIANLUCA ROCCHI,3,2,H,2,2,D,1,0,H,0,0,2,0,0,1,0,0,2,0,0,0,Massimiliano Allegri,Rudi Garcia,46%,54%,0,3,0,0,2 (2),1 (1),13,7,7,2,2,1,6,5,0,0,0,0,13,15,1,0,6,4,1,2,2,0,5,5,4,3,0,0,1,1,2,1,11,2,9,7,7,3,0,3,2,4,1.8,3.5,4.5
2014-15,6,FIORENTINA,INTER,05/10/2014,ARTEMIO FRANCHI - FIRENZE,20:45,PAOLO TAGLIAVENTO,3,0,H,2,0,H,1,0,H,1,1,0,0,0,1,0,0,0,0,0,0,Vincenzo Montella,Walter Mazzarri,48%,52%,3,5,2,0,0 (0),0 (0),14,10,9,3,0,1,5,7,0,0,0,0,10,17,0,0,5,2,2,1,2,1,2,5,2,3,0,0,0,0,2,1,5,7,5,4,9,5,3,4,7,4,2.38,3.3,2.9
2014-15,6,NAPOLI,TORINO,05/10/2014,SAN PAOLO - NAPOLI,20:45,DAVIDE MASSA,2,1,H,0,1,A,2,0,H,0,0,0,1,1,0,1,0,0,0,0,0,Rafael Benitez,Gian Piero Ventura,51%,49%,1,8,0,2,0 (0),0 (0),19,5,12,2,0,0,7,3,0,1,0,0,16,12,2,0,13,4,4,1,0,0,9,2,3,3,0,0,0,0,2,0,18,6,2,12,2,6,3,4,4,5,1.5,4,7
2014-15,7,ROMA,CHIEVOVERONA,18/10/2014,OLIMPICO - ROMA,18:00,GIANPAOLO CALVARESE,3,0,H,3,0,H,0,0,D,1,2,0,0,0,0,0,0,0,0,0,0,Rudi Garcia,Eugenio Corini,66%,34%,3,5,0,0,1 (1),0 (0),13,8,8,3,3,2,5,5,0,1,0,0,11,11,0,0,7,1,7,2,1,2,6,2,1,1,0,0,0,0,6,1,7,5,19,14,11,4,8,3,7,3,1.3,5.5,9
2014-15,7,SASSUOLO,JUVENTUS,18/10/2014,MAPEI STADIUM - REGGIO EMILIA,20:45,LUCA BANTI,1,1,D,1,1,D,0,0,D,1,0,0,0,0,0,0,1,0,0,0,0,Eusebio Di Francesco,Massimiliano Allegri,34%,66%,5,2,0,0,0 (0),0 (0),7,15,3,6,0,0,4,9,1,0,0,0,10,15,0,0,1,4,2,9,2,6,2,8,2,2,0,0,0,0,0,0,3,12,6,0,4,10,3,3,1,5,7.5,4.5,1.4
2014-15,7,FIORENTINA,LAZIO,19/10/2014,ARTEMIO FRANCHI - FIRENZE,12:30,SEBASTIANO PERUZZO,0,2,A,0,1,A,0,1,A,0,0,0,0,0,0,0,0,1,0,0,1,Vincenzo Montella,Stefano Pioli,51%,49%,2,4,1,0,0 (0),0 (0),14,6,5,4,1,0,9,2,2,1,0,0,8,19,1,0,2,2,3,2,2,0,6,4,2,5,0,0,0,0,0,3,7,7,15,4,8,3,2,3,6,2,2.05,3.3,3.6
2014-15,7,ATALANTA,PARMA,19/10/2014,GEWISS STADIUM - BERGAMO,15:00,MARCO GUIDA,1,0,H,0,0,D,1,0,H,0,0,0,0,0,1,0,0,0,0,0,0,Stefano Colantuono,Roberto Donadoni,56%,44%,1,2,0,0,0 (0),0 (0),16,4,3,1,0,0,13,3,0,0,0,0,12,18,0,0,6,1,5,1,2,0,4,1,2,3,0,0,0,0,2,1,10,4,9,5,8,4,7,1,5,5,2.5,3.2,2.88
2014-15,7,CAGLIARI,SAMPDORIA,19/10/2014,SANT'ELIA - CAGLIARI,15:00,ANDREA GERVASONI,2,2,D,0,2,A,2,0,H,0,0,0,0,0,2,0,1,1,0,0,0,Zdenek Zeman,Sinisa Mihajlovic,52%,48%,6,5,4,2,1 (1),0 (0),11,13,7,9,1,1,4,4,0,1,0,0,17,11,0,1,5,5,3,2,5,5,8,0,3,5,0,1,0,0,2,1,18,6,8,8,5,3,6,9,8,2,2.5,3.3,2.75
2014-15,7,HELLAS VERONA,MILAN,19/10/2014,MARCANTONIO BENTEGODI - VERONA,15:00,PAOLO VALERI,1,3,A,0,2,A,1,1,D,0,0,0,0,0,1,0,2,0,1,0,0,Andrea Mandorlini,Filippo Inzaghi,51%,49%,1,6,0,3,0 (0),0 (0),16,8,7,3,0,0,9,5,1,0,0,0,8,13,0,0,8,5,3,2,1,1,8,5,2,1,1,0,0,0,4,6,10,8,10,14,4,2,5,5,2,2,3.4,3.4,2.1
2014-15,7,PALERMO,CESENA,19/10/2014,RENZO BARBERA - PALERMO,15:00,ANTONIO DAMATO,2,1,H,1,0,H,1,1,D,0,0,1,0,0,1,0,0,0,0,0,1,Giuseppe Iachini,Pierpaolo Bisoli,54%,46%,1,2,1,1,0 (0),1 (1),13,3,7,2,1,1,6,1,0,0,0,0,14,14,2,0,13,5,2,2,2,2,12,3,5,3,0,1,0,0,0,2,13,1,24,14,13,7,12,4,16,9,1.65,3.6,5.5
2014-15,7,TORINO,UDINESE,19/10/2014,OLIMPICO - TORINO,15:00,CARMINE RUSSO,1,0,H,0,0,D,1,0,H,0,0,0,0,1,0,0,0,0,0,0,0,Gian Piero Ventura,Andrea Stramaccioni,48%,52%,3,5,0,1,0 (0),0 (0),13,9,7,3,2,1,6,6,2,3,0,0,17,8,1,0,10,3,4,3,1,1,8,6,3,2,0,0,0,0,2,0,15,3,13,14,5,3,6,2,4,4,2.15,3.2,3.4
2014-15,7,INTER,NAPOLI,19/10/2014,GIUSEPPE MEAZZA - MILANO,20:45,DANIELE ORSATO,2,2,D,0,0,D,2,2,D,0,0,0,0,0,2,0,0,0,0,0,2,Walter Mazzarri,Rafael Benitez,59%,41%,3,3,0,0,0 (0),0 (0),13,10,6,6,0,0,7,4,0,0,0,0,8,12,1,1,4,3,2,2,1,0,6,4,2,3,0,0,0,0,5,6,16,2,7,3,2,5,3,2,4,3,2.5,3.25,2.8
2014-15,7,GENOA,EMPOLI,20/10/2014,LUIGI FERRARIS - GENOVA,20:45,ANGELO CERVELLERA,1,1,D,1,0,H,0,1,A,1,0,0,0,0,0,0,0,0,0,0,1,Gian Piero Gasperini,Maurizio Sarri,53%,47%,4,4,0,0,0 (0),0 (0),9,9,4,5,0,0,5,4,0,0,0,0,16,12,1,0,3,2,2,4,6,2,10,4,3,1,0,0,0,0,0,1,16,5,8,2,4,3,1,2,4,6,2.1,3.3,3.5
2014-15,8,EMPOLI,CAGLIARI,25/10/2014,CARLO CASTELLANI - EMPOLI,15:00,LUCA PAIRETTO,0,4,A,0,4,A,0,0,D,0,0,0,0,0,0,0,0,4,0,0,0,Maurizio Sarri,Zdenek Zeman,52%,48%,4,6,2,2,0 (0),1 (1),7,13,6,8,0,2,1,5,0,1,0,0,10,21,0,0,4,5,2,0,1,4,6,6,2,2,0,0,0,0,5,10,20,11,12,9,5,7,6,7,15,6,2,3.4,3.75
2014-15,8,PARMA,SASSUOLO,25/10/2014,ENNIO TARDINI - PARMA,18:00,PAOLO TAGLIAVENTO,1,3,A,0,2,A,1,1,D,0,0,0,0,0,1,0,2,0,1,0,0,Roberto Donadoni,Eusebio Di Francesco,51%,49%,0,2,0,0,0 (0),0 (0),7,7,3,4,0,1,4,3,0,0,0,0,14,15,0,1,2,5,0,2,2,1,7,2,4,2,0,0,0,0,0,2,12,9,10,5,3,1,3,5,2,3,1.73,3.6,4.75
2014-15,8,SAMPDORIA,ROMA,25/10/2014,LUIGI FERRARIS - GENOVA,20:45,NICOLA RIZZOLI,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Sinisa Mihajlovic,Rudi Garcia,40%,60%,5,2,1,0,0 (0),0 (0),6,14,2,6,0,0,4,8,0,0,0,0,13,10,0,1,0,0,0,2,6,4,6,14,2,3,0,0,0,0,0,3,5,9,10,13,4,8,0,3,1,2,3.6,3.5,2
2014-15,8,CHIEVOVERONA,GENOA,26/10/2014,MARCANTONIO BENTEGODI - VERONA,15:00,MARCO DI BELLO,1,2,A,1,0,H,0,2,A,0,0,1,0,0,0,0,0,0,0,1,1,Rolando Maran,Gian Piero Gasperini,40%,60%,2,4,1,0,0 (0),1 (0),11,5,5,4,3,1,6,1,1,0,0,0,22,23,0,0,2,3,2,2,5,1,4,7,2,3,1,0,0,0,1,0,6,10,9,3,5,2,2,6,4,5,2.38,3.1,3.1
2014-15,8,JUVENTUS,PALERMO,26/10/2014,ALLIANZ STADIUM - TORINO,15:00,GIANPAOLO CALVARESE,2,0,H,1,0,H,1,0,H,0,0,1,0,1,0,0,0,0,0,0,0,Massimiliano Allegri,Giuseppe Iachini,65%,35%,1,3,0,0,0 (0),0 (0),13,5,6,1,0,0,7,4,0,0,0,0,8,10,1,0,6,1,0,0,3,1,6,1,2,1,0,0,0,0,2,2,10,5,7,4,8,3,1,0,1,1,1.22,5.5,15
2014-15,8,UDINESE,ATALANTA,26/10/2014,DACIA ARENA - STADIO FRIULI - UDINE,15:00,DINO TOMMASI,2,0,H,2,0,H,0,0,D,1,0,1,0,0,0,0,0,0,0,0,0,Andrea Stramaccioni,Stefano Colantuono,43%,57%,3,2,0,0,0 (0),0 (0),14,10,4,3,0,0,10,7,2,0,0,0,16,15,0,0,5,1,2,0,0,2,5,7,2,1,0,0,0,0,6,1,3,21,21,15,3,2,1,1,4,4,1.91,3.4,4
2014-15,8,CESENA,INTER,26/10/2014,OROGEL STADIUM - CESENA,18:00,PAOLO SILVIO MAZZOLENI,0,1,A,0,1,A,0,0,D,0,0,0,0,0,0,0,0,1,0,0,0,Pierpaolo Bisoli,Walter Mazzarri,34%,66%,4,2,2,2,0 (0),1 (1),8,14,2,5,1,1,6,9,2,1,0,0,18,14,0,0,3,5,0,1,0,7,2,3,5,1,0,0,1,0,3,13,12,16,18,7,3,5,5,14,6,7,6.5,3.6,1.57
2014-15,8,LAZIO,TORINO,26/10/2014,OLIMPICO - ROMA,18:00,PIERO GIACOMELLI,2,1,H,1,0,H,1,1,D,1,0,0,1,0,0,0,0,0,1,0,0,Stefano Pioli,Gian Piero Ventura,51%,49%,3,5,1,1,0 (0),0 (0),10,10,8,4,2,0,2,6,1,2,0,0,13,9,1,0,5,4,2,3,2,1,3,6,2,1,0,0,0,0,9,5,7,6,18,12,5,7,11,7,7,7,1.75,3.5,4.75
2014-15,8,NAPOLI,HELLAS VERONA,26/10/2014,SAN PAOLO - NAPOLI,18:00,ANDREA GERVASONI,6,2,H,1,1,D,5,1,H,0,0,1,1,1,3,1,0,0,0,1,0,Rafael Benitez,Andrea Mandorlini,64%,36%,4,10,0,3,1 (1),0 (0),22,7,17,6,1,1,5,1,0,0,0,0,9,6,1,0,11,2,5,1,1,2,14,3,1,1,0,0,0,0,0,0,20,4,8,11,11,7,7,3,7,2,1.4,4.5,8
2014-15,8,MILAN,FIORENTINA,26/10/2014,GIUSEPPE MEAZZA - MILANO,20:45,LUCA BANTI,1,1,D,1,0,H,0,1,A,0,1,0,0,0,0,0,0,0,0,1,0,Filippo Inzaghi,Vincenzo Montella,51%,49%,1,3,0,0,0 (0),0 (0),10,7,4,2,1,0,6,5,1,0,0,0,13,13,0,0,2,1,1,0,4,1,5,4,2,2,0,0,0,0,2,3,6,1,9,17,5,4,3,7,7,2,2.05,3.4,3.6
2014-15,9,SASSUOLO,EMPOLI,28/10/2014,MAPEI STADIUM - REGGIO EMILIA,20:45,DANIELE ORSATO,3,1,H,0,1,A,3,0,H,0,0,0,1,2,0,0,1,0,0,0,0,Eusebio Di Francesco,Maurizio Sarri,53%,47%,5,3,0,0,1 (0),0 (0),18,15,7,8,1,0,11,7,1,2,0,0,7,9,1,2,5,3,6,2,6,0,7,3,2,3,0,0,0,0,1,1,17,3,16,9,10,10,5,2,8,1,2.2,3.25,3.3
2014-15,9,ATALANTA,NAPOLI,29/10/2014,GEWISS STADIUM - BERGAMO,20:45,ANTONIO DAMATO,1,1,D,0,0,D,1,1,D,0,0,0,1,0,0,0,0,0,0,0,1,Stefano Colantuono,Rafael Benitez,35%,65%,6,0,0,0,0 (0),1 (0),3,15,1,7,0,1,2,8,0,0,0,0,14,11,0,0,2,4,1,3,3,0,4,5,3,2,1,0,0,0,0,1,7,7,9,13,0,9,1,5,2,4,4,3.4,1.91
2014-15,9,CAGLIARI,MILAN,29/10/2014,SANT'ELIA - CAGLIARI,20:45,DANIELE DOVERI,1,1,D,1,1,D,0,0,D,0,1,0,0,0,0,0,0,1,0,0,0,Zdenek Zeman,Filippo Inzaghi,47%,53%,2,4,1,3,0 (0),0 (0),12,8,6,3,1,0,6,5,1,0,0,0,13,16,1,0,5,4,2,0,1,2,6,4,3,2,0,0,0,0,7,4,7,10,11,18,7,7,5,7,7,3,3.4,3.4,2.1
2014-15,9,FIORENTINA,UDINESE,29/10/2014,ARTEMIO FRANCHI - FIRENZE,20:45,DAVIDE MASSA,3,0,H,1,0,H,2,0,H,0,0,1,0,1,1,0,0,0,0,0,0,Vincenzo Montella,Andrea Stramaccioni,58%,42%,2,7,0,1,0 (0),0 (0),17,5,10,3,0,1,7,2,0,0,0,0,14,10,0,1,4,1,5,1,2,4,4,2,2,3,0,0,0,0,3,3,8,4,5,11,11,3,3,4,8,2,1.65,3.6,5.5
2014-15,9,GENOA,JUVENTUS,29/10/2014,LUIGI FERRARIS - GENOVA,20:45,PAOLO SILVIO MAZZOLENI,1,0,H,0,0,D,1,0,H,0,0,0,0,0,1,0,0,0,0,0,0,Gian Piero Gasperini,Massimiliano Allegri,47%,53%,5,2,2,0,0 (0),0 (0),3,14,3,7,0,0,0,7,0,0,0,0,22,17,0,2,0,5,1,1,2,4,1,13,2,4,0,0,0,0,2,4,7,8,2,7,4,8,1,2,4,6,7,4,1.5
2014-15,9,INTER,SAMPDORIA,29/10/2014,GIUSEPPE MEAZZA - MILANO,20:45,CARMINE RUSSO,1,0,H,0,0,D,1,0,H,0,0,0,0,0,1,0,0,0,0,0,0,Walter Mazzarri,Sinisa Mihajlovic,59%,41%,4,3,1,1,1 (1),0 (0),9,6,4,5,2,1,5,1,0,0,0,0,11,19,0,1,6,2,2,2,4,3,4,4,2,2,0,0,0,0,5,4,9,5,7,2,8,3,9,8,9,7,1.8,3.6,4.33
2014-15,9,PALERMO,CHIEVOVERONA,29/10/2014,RENZO BARBERA - PALERMO,20:45,SEBASTIANO PERUZZO,1,0,H,0,0,D,1,0,H,0,0,0,0,0,1,0,0,0,0,0,0,Giuseppe Iachini,Rolando Maran,54%,46%,3,5,3,2,0 (0),0 (0),14,9,7,3,0,0,7,6,0,0,0,0,13,14,1,0,15,8,5,0,1,1,4,3,2,1,0,0,0,0,5,1,9,4,15,9,17,17,4,8,12,6,1.91,3.4,4
2014-15,9,ROMA,CESENA,29/10/2014,OLIMPICO - ROMA,20:45,DINO TOMMASI,2,0,H,1,0,H,1,0,H,1,0,0,0,0,1,0,0,0,0,0,0,Rudi Garcia,Pierpaolo Bisoli,72%,28%,0,5,0,2,0 (0),0 (0),12,3,7,0,1,0,5,3,1,1,0,0,8,12,0,0,6,2,5,3,7,1,7,3,1,0,0,0,0,0,3,3,5,5,11,15,7,1,6,0,3,3,1.18,6.5,15
2014-15,9,TORINO,PARMA,29/10/2014,OLIMPICO - TORINO,20:45,GIANLUCA ROCCHI,1,0,H,1,0,H,0,0,D,1,0,0,0,0,0,0,0,0,0,0,0,Gian Piero Ventura,Roberto Donadoni,55%,45%,3,4,1,0,0 (0),0 (0),10,9,4,4,0,0,6,5,0,0,0,0,10,16,0,1,5,3,0,1,6,1,4,7,1,3,0,0,0,0,6,2,10,12,16,6,5,4,2,2,1,0,1.83,3.4,4.33
2014-15,9,HELLAS VERONA,LAZIO,30/10/2014,MARCANTONIO BENTEGODI - VERONA,20:45,MASSIMILIANO IRRATI,1,1,D,0,1,A,1,0,H,0,0,0,1,0,0,0,0,1,0,0,0,Andrea Mandorlini,Stefano Pioli,44%,56%,2,3,0,0,1 (1),0 (0),9,7,4,3,1,0,5,4,1,1,0,0,13,13,0,0,5,1,2,0,2,2,2,3,2,2,0,1,0,0,4,3,4,10,22,14,3,0,2,1,4,5,3.2,3.3,2.25
2014-15,10,NAPOLI,ROMA,01/11/2014,SAN PAOLO - NAPOLI,15:00,PAOLO TAGLIAVENTO,2,0,H,1,0,H,1,0,H,1,0,0,0,0,1,0,0,0,0,0,0,Rafael Benitez,Rudi Garcia,43%,57%,4,5,0,2,0 (0),0 (0),12,7,9,4,2,0,3,3,0,1,0,0,12,9,2,0,8,1,4,2,6,0,6,5,2,2,0,0,0,0,9,1,6,12,11,9,3,1,7,6,6,3,2.4,3.3,2.9
2014-15,10,EMPOLI,JUVENTUS,01/11/2014,CARLO CASTELLANI - EMPOLI,18:00,PAOLO VALERI,0,2,A,0,0,D,0,2,A,0,0,0,0,0,0,0,0,0,0,2,0,Maurizio Sarri,Massimiliano Allegri,40%,60%,6,3,0,1,0 (0),0 (0),8,15,3,9,0,2,5,6,1,0,0,0,13,13,0,1,1,4,2,1,1,3,6,6,1,1,1,0,0,0,1,1,3,6,7,13,4,5,0,2,0,2,7.5,4.2,1.44
2014-15,10,PARMA,INTER,01/11/2014,ENNIO TARDINI - PARMA,20:45,NICOLA RIZZOLI,2,0,H,1,0,H,1,0,H,1,0,0,0,0,1,0,0,0,0,0,0,Roberto Donadoni,Walter Mazzarri,36%,64%,2,2,0,0,0 (0),0 (0),7,11,4,3,0,0,3,8,0,0,0,0,18,17,0,1,0,2,1,0,0,0,5,2,3,1,0,0,0,0,5,3,8,10,10,8,4,7,4,3,6,3,3.4,3.4,2.1
2014-15,10,CHIEVOVERONA,SASSUOLO,02/11/2014,MARCANTONIO BENTEGODI - VERONA,15:00,MARCO GUIDA,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Rolando Maran,Eusebio Di Francesco,45%,55%,4,1,0,0,0 (0),0 (0),8,8,1,4,0,1,7,4,0,0,0,0,18,15,0,0,0,2,1,1,4,1,5,5,1,6,0,0,0,0,2,0,12,8,7,10,6,4,2,3,0,1,2.4,3.2,3
2014-15,10,SAMPDORIA,FIORENTINA,02/11/2014,LUIGI FERRARIS - GENOVA,15:00,PIERO GIACOMELLI,3,1,H,2,1,H,1,0,H,0,0,2,0,0,1,0,0,1,0,0,0,Sinisa Mihajlovic,Vincenzo Montella,40%,60%,5,3,1,0,1 (1),1 (0),10,12,6,6,1,2,4,6,2,0,0,0,17,23,0,0,3,2,0,4,3,1,3,10,3,4,0,0,0,0,1,1,3,13,2,4,3,6,3,6,2,3,3,3.2,2.4
2014-15,10,TORINO,ATALANTA,02/11/2014,OLIMPICO - TORINO,15:00,ANGELO CERVELLERA,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Gian Piero Ventura,Stefano Colantuono,62%,38%,1,4,1,0,0 (0),0 (0),10,3,4,1,1,0,6,2,0,0,0,0,10,26,0,0,2,1,0,1,0,0,10,6,0,5,0,0,0,0,6,2,12,10,2,8,7,1,1,1,2,1,1.85,3.5,4.2
2014-15,10,UDINESE,GENOA,02/11/2014,DACIA ARENA - STADIO FRIULI - UDINE,15:00,MASSIMILIANO IRRATI,2,4,A,2,2,D,0,2,A,1,0,1,0,0,0,0,2,0,1,0,1,Andrea Stramaccioni,Gian Piero Gasperini,51%,49%,2,0,2,0,0 (0),0 (0),13,13,2,7,0,0,11,6,1,0,0,0,9,14,0,1,8,9,4,2,0,1,7,5,2,3,0,0,0,0,2,1,11,10,16,8,6,1,4,3,5,3,2.05,3.3,3.6
2014-15,10,MILAN,PALERMO,02/11/2014,GIUSEPPE MEAZZA - MILANO,20:45,ANDREA GERVASONI,0,2,A,0,2,A,0,0,D,0,0,0,0,0,0,0,2,0,0,0,0,Filippo Inzaghi,Giuseppe Iachini,62%,38%,6,3,3,0,0 (0),0 (0),11,11,3,7,1,0,8,4,0,0,0,0,9,15,0,0,2,4,1,1,2,0,4,4,3,3,0,0,0,0,1,2,17,4,3,6,3,5,2,1,4,2,1.5,4,7
2014-15,10,CESENA,HELLAS VERONA,03/11/2014,OROGEL STADIUM - CESENA,19:00,GIANPAOLO CALVARESE,1,1,D,1,0,H,0,1,A,0,1,0,0,0,0,0,0,0,0,0,1,Pierpaolo Bisoli,Andrea Mandorlini,43%,57%,1,3,0,0,0 (0),0 (0),6,8,4,2,1,1,2,6,0,0,0,0,13,17,0,0,2,2,1,1,1,3,3,4,1,4,0,0,0,0,0,0,13,26,15,17,3,3,3,2,7,9,2.88,3.2,2.5
2014-15,10,LAZIO,CAGLIARI,03/11/2014,OLIMPICO - ROMA,21:00,MARCO DI BELLO,4,2,H,3,0,H,1,2,A,1,2,0,0,0,1,0,0,0,1,0,1,Stefano Pioli,Zdenek Zeman,50%,50%,3,2,1,0,0 (0),0 (0),8,6,6,4,0,0,2,2,1,1,0,0,20,14,0,0,5,3,6,1,7,4,4,7,2,3,0,0,0,1,7,3,5,7,27,15,4,4,8,7,6,6,1.53,3.8,6.5
2014-15,11,SASSUOLO,ATALANTA,08/11/2014,MAPEI STADIUM - REGGIO EMILIA,18:00,FABRIZIO PASQUA,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Eusebio Di Francesco,Stefano Colantuono,56%,44%,0,6,0,1,0 (0),0 (0),12,6,6,1,1,0,6,5,0,1,0,0,20,21,0,1,3,1,4,2,2,1,8,5,3,1,0,0,0,0,3,3,4,2,6,6,5,5,4,2,4,4,2.1,3.4,3.4
2014-15,11,SAMPDORIA,MILAN,08/11/2014,LUIGI FERRARIS - GENOVA,20:45,DANIELE ORSATO,2,2,D,1,1,D,1,1,D,0,0,1,1,0,0,1,0,0,1,0,0,Sinisa Mihajlovic,Filippo Inzaghi,47%,53%,1,5,0,0,0 (0),1 (1),14,6,8,3,1,1,6,3,1,0,0,0,15,21,1,0,4,2,1,0,1,1,5,5,1,3,0,1,0,0,0,0,7,8,4,4,8,3,3,1,1,5,2.6,3.2,2.7
2014-15,11,CAGLIARI,GENOA,09/11/2014,SANT'ELIA - CAGLIARI,12:30,SEBASTIANO PERUZZO,1,1,D,1,0,H,0,1,A,0,1,0,0,0,0,0,0,0,1,0,0,Zdenek Zeman,Gian Piero Gasperini,43%,57%,4,5,4,3,1 (0),0 (0),13,8,7,5,3,0,6,3,1,1,0,0,17,22,1,1,5,5,2,0,0,3,6,2,5,4,0,0,0,1,5,3,15,19,15,9,11,7,9,10,5,10,2.2,3.4,3.2
2014-15,11,CHIEVOVERONA,CESENA,09/11/2014,MARCANTONIO BENTEGODI - VERONA,15:00,PAOLO TAGLIAVENTO,2,1,H,0,0,D,2,1,H,0,0,0,1,0,1,0,0,0,0,0,1,Rolando Maran,Pierpaolo Bisoli,50%,50%,2,4,1,1,0 (0),0 (0),13,8,6,3,1,0,7,5,0,0,0,0,15,19,0,0,6,3,3,1,3,2,5,2,4,4,0,0,0,0,2,1,15,10,16,12,3,2,2,0,3,2,1.85,3.4,4.33
2014-15,11,EMPOLI,LAZIO,09/11/2014,CARLO CASTELLANI - EMPOLI,15:00,PAOLO SILVIO MAZZOLENI,2,1,H,0,0,D,2,1,H,0,0,0,2,0,0,0,0,0,0,1,0,Maurizio Sarri,Stefano Pioli,46%,54%,0,0,0,1,0 (0),0 (0),6,8,2,1,1,0,4,7,1,1,0,0,15,22,0,0,3,4,2,1,1,4,3,4,1,2,0,0,0,0,8,9,8,23,10,19,4,3,1,11,12,8,3.75,3.25,2.05
