Year,Matchday,Team_1,Team_2,Day,Stadium,Time,Referee,Gls_T1,Gls_T2,FR,Gls_fh_T1,Gls_fh_T2,FHR,Gls_sh_T1,Gls_sh_T2,SHR,Gls_0_15_T1,Gls_16_30_T1,Gls_31_HT_T1,Gls_46_60_T1,Gls_61_75_T1,Gls_76_FT_T1,Gls_0_15_T2,Gls_16_30_T2,Gls_31_HT_T2,Gls_46_60_T2,Gls_61_75_T2,Gls_76_FT_T2,Coach_T1,Coach_T2,Poss_T1,Poss_T2,Svs_T1,Svs_T2,Crcl_svs_T1,Crcl_svs_T2,Pnt_T1,Pnt_T2,Atp_T1,Atp_T2,Atp_on_T1,Atp_on_T2,Atp_on_fk_T1,Atp_on_fk_T2,Atp_off_T1,Atp_off_T2,Atp_off_fk_T1,Atp_off_fk_T2,Atp_on_pb_T1,Atp_on_pb_T2,FlsC_T1,FlsC_T2,Post_T1,Post_T2,Scr_chc_T1,Scr_chc_T2,Ast_T1,Ast_T2,Off_T1,Off_T2,Crn_T1,Crn_T2,1st_yllw_crd_T1,1st_yllw_crd_T2,2nd_yllw_crd_T1,2nd_yllw_crd_T2,rd_crd_T1,rd_crd_T2,Fst_brk_T1,Fst_brk_T2,Crs_T1,Crs_T2,Lng_blls_T1,Lng_blls_T2,Atk_mddl_T1,Atk_mddl_T2,Atk_rght_T1,Atk_rght_T2,Atk_lft_T1,Atk_lft_T2,bet365_home_win,bet365_draw,bet365_away_win
2014-15,22,CAGLIARI,ROMA,08/02/2015,SANT'ELIA - CAGLIARI,15:00,PAOLO TAGLIAVENTO,1,2,A,0,1,A,1,1,D,0,0,0,0,0,1,0,0,1,0,0,1,Gianfranco Zola,Rudi Garcia,47%,53%,4,5,1,3,0 (0),0 (0),16,10,7,6,0,0,9,4,0,0,0,0,10,13,0,0,5,2,2,3,3,0,5,6,2,3,0,0,0,0,4,1,15,9,16,11,8,7,7,6,10,4,4,3.4,2
2014-15,22,EMPOLI,CESENA,08/02/2015,CARLO CASTELLANI - EMPOLI,15:00,DANIELE ORSATO,2,0,H,1,0,H,1,0,H,0,1,0,1,0,0,0,0,0,0,0,0,Maurizio Sarri,Domenico Di Carlo,56%,44%,2,6,0,1,0 (0),0 (0),14,10,8,2,1,0,6,8,1,1,0,0,12,21,0,0,3,1,2,0,4,2,4,3,2,4,0,0,0,0,9,6,15,12,12,11,8,5,7,5,10,8,1.53,4,7
2014-15,22,NAPOLI,UDINESE,08/02/2015,SAN PAOLO - NAPOLI,15:00,PAOLO SILVIO MAZZOLENI,3,1,H,2,1,H,1,0,H,1,1,0,1,0,0,0,1,0,0,0,0,Rafael Benitez,Andrea Stramaccioni,59%,41%,1,2,2,1,0 (0),0 (0),7,8,4,3,0,1,3,5,0,0,0,0,9,13,0,1,5,5,3,0,5,3,1,7,2,4,0,0,0,0,2,0,6,8,16,14,1,3,6,12,13,7,1.36,5,8.5
2014-15,22,SAMPDORIA,SASSUOLO,08/02/2015,LUIGI FERRARIS - GENOVA,15:00,MASSIMILIANO IRRATI,1,1,D,1,1,D,0,0,D,1,0,0,0,0,0,1,0,0,0,0,0,Sinisa Mihajlovic,Eusebio Di Francesco,50%,50%,4,4,1,2,0 (0),0 (0),7,15,5,6,0,0,2,9,0,1,0,0,26,16,0,0,5,6,3,1,6,1,4,4,5,5,0,0,0,0,3,2,6,11,8,10,5,4,7,5,2,4,1.8,3.5,4.75
2014-15,22,INTER,PALERMO,08/02/2015,GIUSEPPE MEAZZA - MILANO,20:45,MARCO GUIDA,3,0,H,1,0,H,2,0,H,0,1,0,0,1,1,0,0,0,0,0,0,Roberto Mancini,Giuseppe Iachini,54%,46%,1,2,1,1,0 (0),0 (0),18,9,13,4,2,0,5,5,1,1,0,0,20,15,2,1,8,6,4,1,2,1,8,3,2,3,0,0,0,0,11,6,14,6,6,5,13,9,3,5,2,4,1.8,3.5,4.75
2014-15,22,LAZIO,GENOA,09/02/2015,OLIMPICO - ROMA,20:45,ANDREA GERVASONI,0,1,A,0,1,A,0,0,D,0,0,0,0,0,0,0,0,1,0,0,0,Stefano Pioli,Gian Piero Gasperini,52%,48%,4,2,1,1,0 (0),1 (1),5,8,3,5,0,2,2,3,2,1,0,0,25,11,2,0,3,4,3,3,2,1,4,1,4,5,0,0,1,0,2,14,10,3,41,27,7,8,3,0,8,7,1.57,4,6
2014-15,22,PARMA,CHIEVOVERONA,11/02/2015,ENNIO TARDINI - PARMA,18:00,GIANLUCA ROCCHI,0,1,A,0,0,D,0,1,A,0,0,0,0,0,0,0,0,0,1,0,0,Roberto Donadoni,Rolando Maran,47%,53%,3,3,1,0,0 (0),0 (0),11,14,6,6,0,1,5,8,2,0,0,0,28,18,0,1,4,8,6,8,0,2,3,5,3,3,1,0,0,0,5,8,1,3,12,14,6,2,3,4,1,5,2.6,3.1,2.9
2014-15,23,SASSUOLO,FIORENTINA,14/02/2015,MAPEI STADIUM - REGGIO EMILIA,18:00,DANIELE DOVERI,1,3,A,0,2,A,1,1,D,0,0,0,0,1,0,0,1,1,0,1,0,Eusebio Di Francesco,Vincenzo Montella,46%,54%,7,7,1,0,0 (0),0 (0),17,13,16,9,4,0,1,4,0,2,0,0,17,17,1,0,5,8,3,8,1,5,8,5,3,2,0,0,0,0,10,4,6,1,21,14,4,2,1,1,5,5,3.3,3.3,2.25
2014-15,23,PALERMO,NAPOLI,14/02/2015,RENZO BARBERA - PALERMO,20:45,PAOLO SILVIO MAZZOLENI,3,1,H,2,0,H,1,1,D,1,0,1,0,1,0,0,0,0,0,0,1,Giuseppe Iachini,Rafael Benitez,42%,58%,2,0,1,1,0 (0),0 (0),7,8,4,5,0,0,3,3,0,1,0,0,14,17,0,0,7,10,4,2,2,5,1,7,3,2,0,0,0,0,11,2,2,8,31,27,10,19,9,16,12,11,4,3.3,2
2014-15,23,MILAN,EMPOLI,15/02/2015,GIUSEPPE MEAZZA - MILANO,12:30,PAOLO VALERI,1,1,D,1,0,H,0,1,A,0,0,1,0,0,0,0,0,0,0,1,0,Filippo Inzaghi,Maurizio Sarri,46%,54%,3,2,0,0,0 (0),0 (0),6,13,3,6,0,0,3,7,0,3,0,0,22,17,0,0,3,8,1,2,3,1,2,4,3,2,0,0,1,0,2,0,13,11,18,12,6,10,4,7,9,6,1.75,3.6,5
2014-15,23,ATALANTA,INTER,15/02/2015,GEWISS STADIUM - BERGAMO,15:00,LUCA BANTI,1,4,A,1,2,A,0,2,A,0,1,0,0,0,0,0,1,1,0,2,0,Stefano Colantuono,Roberto Mancini,33%,67%,3,1,0,0,0 (0),1 (1),9,17,5,13,0,1,4,4,2,0,0,0,9,13,0,0,6,9,3,5,6,0,6,9,4,2,0,0,1,0,5,2,8,4,15,7,2,11,2,4,5,1,3.4,3.25,2.25
2014-15,23,GENOA,HELLAS VERONA,15/02/2015,LUIGI FERRARIS - GENOVA,15:00,ANTONIO DAMATO,5,2,H,3,1,H,2,1,H,2,1,0,0,1,1,0,1,0,1,0,0,Gian Piero Gasperini,Andrea Mandorlini,58%,42%,2,3,0,0,0 (0),0 (0),13,13,8,9,1,2,5,4,2,1,0,0,25,27,0,1,7,4,7,4,0,3,4,5,2,4,0,0,0,0,2,3,9,5,16,16,3,2,5,4,8,4,1.85,3.6,4.33
2014-15,23,ROMA,PARMA,15/02/2015,OLIMPICO - ROMA,15:00,PIERO GIACOMELLI,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Rudi Garcia,Roberto Donadoni,65%,35%,0,4,0,0,0 (0),0 (0),14,3,6,0,1,0,8,3,1,1,0,0,7,15,1,0,7,0,9,0,0,3,10,5,0,4,0,0,0,0,2,5,14,6,16,19,4,1,17,4,6,2,1.29,5.5,11
2014-15,23,TORINO,CAGLIARI,15/02/2015,OLIMPICO - TORINO,15:00,GIANPAOLO CALVARESE,1,1,D,1,1,D,0,0,D,0,0,1,0,0,0,0,0,1,0,0,0,Gian Piero Ventura,Gianfranco Zola,47%,53%,3,6,0,2,0 (0),0 (0),15,9,9,5,1,0,6,4,0,1,0,0,21,15,0,0,8,4,2,1,2,0,4,5,3,3,0,0,0,0,7,5,16,3,18,7,10,6,6,1,4,1,1.73,3.6,5
2014-15,23,UDINESE,LAZIO,15/02/2015,DACIA ARENA - STADIO FRIULI - UDINE,15:00,DAVIDE MASSA,0,1,A,0,1,A,0,0,D,0,0,0,0,0,0,0,0,1,0,0,0,Andrea Stramaccioni,Stefano Pioli,47%,53%,1,6,1,3,0 (0),1 (1),12,11,7,6,1,1,5,5,0,0,0,0,15,20,0,0,5,4,2,2,6,1,3,2,2,5,0,0,0,0,11,5,8,11,26,17,7,0,8,12,3,3,3.1,3.25,2.38
2014-15,23,CHIEVOVERONA,SAMPDORIA,15/02/2015,MARCANTONIO BENTEGODI - VERONA,18:00,SEBASTIANO PERUZZO,2,1,H,2,0,H,0,1,A,1,0,1,0,0,0,0,0,0,0,0,1,Rolando Maran,Sinisa Mihajlovic,35%,65%,2,3,1,0,0 (0),0 (0),8,13,5,7,0,0,3,6,0,0,0,0,16,13,0,0,3,3,0,2,2,1,2,11,3,3,0,0,0,0,8,4,10,11,14,15,12,11,3,6,3,5,2.63,3.1,2.75
2014-15,23,CESENA,JUVENTUS,15/02/2015,OROGEL STADIUM - CESENA,20:45,CARMINE RUSSO,2,2,D,1,2,A,1,0,H,0,1,0,0,1,0,0,1,1,0,0,0,Domenico Di Carlo,Massimiliano Allegri,39%,61%,2,4,0,2,0 (0),1 (0),14,10,8,5,0,0,6,5,2,2,0,0,10,17,0,0,6,4,2,1,0,2,4,3,2,2,0,0,0,0,8,3,13,18,11,22,6,6,7,11,10,12,15,6,1.22
2014-15,24,JUVENTUS,ATALANTA,20/02/2015,ALLIANZ STADIUM - TORINO,20:45,MASSIMILIANO IRRATI,2,1,H,2,1,H,0,0,D,0,0,2,0,0,0,0,1,0,0,0,0,Massimiliano Allegri,Stefano Colantuono,62%,38%,2,4,1,3,0 (0),0 (0),13,7,8,4,0,0,5,3,0,0,0,0,12,15,0,0,9,4,2,1,2,5,6,5,5,3,0,0,0,0,1,2,17,9,11,19,12,4,5,0,5,2,1.17,7,19
2014-15,24,EMPOLI,CHIEVOVERONA,22/02/2015,CARLO CASTELLANI - EMPOLI,15:00,PAOLO TAGLIAVENTO,3,0,H,1,0,H,2,0,H,0,1,0,1,1,0,0,0,0,0,0,0,Maurizio Sarri,Rolando Maran,54%,46%,3,2,0,1,0 (0),0 (0),12,8,5,3,0,2,7,5,1,1,0,0,13,14,0,0,4,0,5,0,0,6,9,3,0,2,0,0,0,0,8,5,21,19,12,17,6,7,16,8,11,14,2,3.2,4.2
2014-15,24,HELLAS VERONA,ROMA,22/02/2015,MARCANTONIO BENTEGODI - VERONA,15:00,ANDREA GERVASONI,1,1,D,1,1,D,0,0,D,0,0,1,0,0,0,0,1,0,0,0,0,Andrea Mandorlini,Rudi Garcia,29%,71%,6,1,1,1,0 (0),0 (0),8,16,3,12,0,1,5,4,0,0,0,0,11,7,0,1,3,5,1,2,3,3,6,8,2,3,0,0,0,0,10,7,8,8,8,12,5,6,3,5,6,9,5,3.6,1.75
2014-15,24,LAZIO,PALERMO,22/02/2015,OLIMPICO - ROMA,15:00,MARCO DI BELLO,2,1,H,1,1,D,1,0,H,0,0,1,0,0,1,0,1,0,0,0,0,Stefano Pioli,Giuseppe Iachini,60%,40%,4,6,1,1,0 (0),0 (0),16,8,9,6,0,0,7,2,1,0,0,0,18,18,0,0,7,3,4,5,4,1,6,2,3,3,0,1,0,0,3,6,14,12,15,16,6,4,11,2,9,12,1.6,3.8,6
2014-15,24,MILAN,CESENA,22/02/2015,GIUSEPPE MEAZZA - MILANO,15:00,DINO TOMMASI,2,0,H,1,0,H,1,0,H,0,1,0,1,0,0,0,0,0,0,0,0,Filippo Inzaghi,Domenico Di Carlo,57%,43%,2,1,0,0,1 (1),0 (0),15,9,7,7,1,0,8,2,0,1,0,0,13,26,1,0,4,2,2,2,2,1,7,4,1,6,0,0,0,0,9,6,13,9,10,6,11,9,6,3,6,1,1.44,4.33,8
2014-15,24,FIORENTINA,TORINO,22/02/2015,ARTEMIO FRANCHI - FIRENZE,20:45,MARCO GUIDA,1,1,D,0,0,D,1,1,D,0,0,0,0,0,1,0,0,0,0,0,1,Vincenzo Montella,Gian Piero Ventura,59%,41%,3,3,1,1,1 (0),0 (0),19,10,10,7,1,0,9,3,2,0,0,0,18,12,0,0,8,5,3,2,2,2,8,1,1,4,0,0,0,0,1,3,12,9,14,11,7,3,5,4,0,1,1.75,3.6,5
2014-15,24,NAPOLI,SASSUOLO,23/02/2015,SAN PAOLO - NAPOLI,19:00,DAVIDE MASSA,2,0,H,0,0,D,2,0,H,0,0,0,0,2,0,0,0,0,0,0,0,Rafael Benitez,Eusebio Di Francesco,55%,45%,1,1,1,0,0 (0),0 (0),12,6,5,1,0,0,7,5,2,1,0,0,17,14,0,0,4,2,3,1,2,2,7,3,3,2,0,0,1,0,5,4,22,15,27,20,5,3,9,6,9,4,1.5,4,7.5
2014-15,24,CAGLIARI,INTER,23/02/2015,SANT'ELIA - CAGLIARI,21:00,PAOLO SILVIO MAZZOLENI,1,2,A,0,0,D,1,2,A,0,0,0,0,1,0,0,0,0,1,1,0,Gianfranco Zola,Roberto Mancini,40%,60%,7,5,5,4,0 (0),0 (0),12,19,7,13,0,0,5,6,0,0,0,0,16,18,0,1,5,3,0,1,4,1,8,7,2,2,0,0,0,0,5,4,11,10,7,12,9,12,7,8,8,7,3.3,3.25,2.3
2014-15,24,SAMPDORIA,GENOA,24/02/2015,LUIGI FERRARIS - GENOVA,20:45,GIANLUCA ROCCHI,1,1,D,1,1,D,0,0,D,0,1,0,0,0,0,0,1,0,0,0,0,Sinisa Mihajlovic,Gian Piero Gasperini,44%,56%,0,0,0,0,0 (0),0 (0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,3.2,3.2
2014-15,24,PARMA,UDINESE,08/04/2015,ENNIO TARDINI - PARMA,18:30,ANGELO CERVELLERA,1,0,H,0,0,D,1,0,H,0,0,0,0,1,0,0,0,0,0,0,0,Roberto Donadoni,Andrea Stramaccioni,44%,56%,0,0,0,0,0 (0),0 (0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.2,2.05
2014-15,25,CHIEVOVERONA,MILAN,28/02/2015,MARCANTONIO BENTEGODI - VERONA,20:45,ANTONIO DAMATO,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Rolando Maran,Filippo Inzaghi,43%,57%,1,3,0,1,0 (0),0 (0),11,8,8,5,0,0,3,3,0,0,0,0,16,14,0,1,3,3,0,1,3,2,6,4,1,3,0,0,0,0,8,5,11,9,13,12,8,8,5,9,7,3,3,3.1,2.5
2014-15,25,CAGLIARI,HELLAS VERONA,01/03/2015,SANT'ELIA - CAGLIARI,12:30,PAOLO VALERI,1,2,A,0,1,A,1,1,D,0,0,0,0,0,1,1,0,0,1,0,0,Gianfranco Zola,Andrea Mandorlini,63%,37%,0,5,0,3,0 (0),0 (0),18,5,6,3,1,0,12,2,0,0,0,0,14,21,0,0,5,1,0,2,3,2,10,1,3,3,0,0,0,0,1,6,24,4,8,4,12,3,4,7,12,3,1.95,3.5,4
2014-15,25,ATALANTA,SAMPDORIA,01/03/2015,GEWISS STADIUM - BERGAMO,15:00,ANTONIO DAMATO,1,2,A,1,0,H,0,2,A,0,1,0,0,0,0,0,0,0,0,1,1,Stefano Colantuono,Sinisa Mihajlovic,44%,56%,4,2,2,2,0 (0),0 (0),13,21,6,12,0,0,7,9,0,1,0,0,17,20,0,0,5,5,2,2,2,4,5,8,2,4,0,0,0,0,6,6,15,11,17,21,6,9,9,10,6,3,2.5,3.1,3
2014-15,25,CESENA,UDINESE,01/03/2015,OROGEL STADIUM - CESENA,15:00,DANIELE DOVERI,1,0,H,0,0,D,1,0,H,0,0,0,0,0,1,0,0,0,0,0,0,Domenico Di Carlo,Andrea Stramaccioni,54%,46%,4,4,1,0,0 (0),0 (0),17,12,8,4,1,0,9,8,1,0,0,0,13,19,0,0,4,3,4,0,1,2,6,6,4,3,0,0,0,0,3,9,21,14,15,7,6,9,5,8,16,7,3,3.1,2.5
2014-15,25,PALERMO,EMPOLI,01/03/2015,RENZO BARBERA - PALERMO,15:00,ANGELO CERVELLERA,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Giuseppe Iachini,Maurizio Sarri,50%,50%,5,4,3,3,0 (0),0 (0),17,14,8,7,0,0,9,7,0,1,0,0,15,14,1,0,13,15,9,6,8,5,8,3,3,3,0,0,0,0,10,4,12,5,30,16,11,20,13,13,18,10,2.3,3.1,3.3
2014-15,25,SASSUOLO,LAZIO,01/03/2015,MAPEI STADIUM - REGGIO EMILIA,15:00,CARMINE RUSSO,0,3,A,0,1,A,0,2,A,0,0,0,0,0,0,0,0,1,0,1,1,Eusebio Di Francesco,Stefano Pioli,39%,61%,5,4,2,1,0 (0),0 (0),9,21,5,11,0,1,4,10,0,1,0,0,14,13,0,0,4,11,6,15,1,6,0,3,4,2,0,0,0,0,5,15,1,5,24,12,5,5,1,5,3,3,3.25,3.25,2.2
2014-15,25,INTER,FIORENTINA,01/03/2015,GIUSEPPE MEAZZA - MILANO,18:00,DAVIDE MASSA,0,1,A,0,0,D,0,1,A,0,0,0,0,0,0,0,0,0,1,0,0,Roberto Mancini,Vincenzo Montella,57%,43%,3,5,0,1,0 (0),0 (0),10,7,7,5,1,1,3,2,1,0,0,0,14,10,1,0,8,5,2,2,4,2,5,1,3,2,0,0,0,0,7,7,11,8,16,9,12,7,9,5,10,4,2.15,3.4,3.4
2014-15,25,TORINO,NAPOLI,01/03/2015,OLIMPICO - TORINO,20:45,MASSIMILIANO IRRATI,1,0,H,0,0,D,1,0,H,0,0,0,0,1,0,0,0,0,0,0,0,Gian Piero Ventura,Rafael Benitez,48%,52%,3,2,0,0,0 (0),0 (0),10,13,4,5,1,1,6,8,0,0,0,0,12,10,0,1,5,5,1,1,1,1,2,6,2,3,0,0,0,0,4,5,10,14,29,5,8,8,3,1,2,1,3.2,3.3,2.3
2014-15,25,ROMA,JUVENTUS,02/03/2015,OLIMPICO - ROMA,20:45,DANIELE ORSATO,1,1,D,0,0,D,1,1,D,0,0,0,0,0,1,0,0,0,0,1,0,Rudi Garcia,Massimiliano Allegri,60%,40%,0,2,0,0,0 (0),0 (0),4,6,3,1,2,1,1,5,0,0,0,0,11,15,0,0,2,3,1,3,0,1,1,5,4,5,1,0,0,0,4,10,9,4,13,13,5,2,3,9,5,5,3.3,3.3,2.25
2014-15,25,GENOA,PARMA,15/04/2015,LUIGI FERRARIS - GENOVA,18:30,CLAUDIO GAVILLUCCI,2,0,H,1,0,H,1,0,H,1,0,0,0,0,1,0,0,0,0,0,0,Gian Piero Gasperini,Roberto Donadoni,59%,41%,0,0,0,0,0 (0),0 (0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,3.8,6
2014-15,26,SAMPDORIA,CAGLIARI,07/03/2015,LUIGI FERRARIS - GENOVA,18:00,DINO TOMMASI,2,0,H,1,0,H,1,0,H,0,0,1,0,1,0,0,0,0,0,0,0,Sinisa Mihajlovic,Gianfranco Zola,56%,44%,2,3,1,3,0 (0),0 (0),13,5,6,2,0,0,7,3,0,2,0,0,10,12,0,0,7,2,3,0,2,0,7,1,2,1,0,1,0,0,2,2,10,13,8,6,8,6,6,0,3,3,1.85,3.5,4.5
2014-15,26,MILAN,HELLAS VERONA,07/03/2015,GIUSEPPE MEAZZA - MILANO,20:45,PIERO GIACOMELLI,2,2,D,1,1,D,1,1,D,0,0,1,1,0,0,0,0,1,0,0,1,Filippo Inzaghi,Andrea Mandorlini,59%,41%,2,2,0,0,1 (1),1 (1),14,10,7,6,1,1,7,4,1,0,0,0,10,19,0,1,5,5,0,1,2,2,8,2,1,3,0,0,0,0,3,5,3,9,10,10,14,5,10,11,9,7,1.55,4,6.5
2014-15,26,CESENA,PALERMO,08/03/2015,OROGEL STADIUM - CESENA,12:30,LUCA BANTI,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Domenico Di Carlo,Giuseppe Iachini,41%,59%,1,2,0,0,0 (0),0 (0),4,6,3,3,1,0,1,3,0,0,0,0,16,15,0,0,1,0,1,0,2,2,6,3,1,2,0,0,0,0,10,5,13,24,15,21,10,6,6,18,3,13,3.4,3.25,2.25
2014-15,26,CHIEVOVERONA,ROMA,08/03/2015,MARCANTONIO BENTEGODI - VERONA,15:00,PAOLO SILVIO MAZZOLENI,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Rolando Maran,Rudi Garcia,42%,58%,3,2,0,1,0 (0),0 (0),5,10,3,6,0,1,2,4,0,1,0,0,17,15,0,0,4,5,1,3,2,1,4,8,4,2,0,0,0,0,11,5,17,11,10,14,5,9,4,7,5,6,4.75,3.4,1.85
2014-15,26,EMPOLI,GENOA,08/03/2015,CARLO CASTELLANI - EMPOLI,15:00,FABIO MARESCA,1,1,D,0,1,A,1,0,H,0,0,0,0,1,0,0,1,0,0,0,0,Maurizio Sarri,Gian Piero Gasperini,47%,53%,1,1,0,0,0 (0),0 (0),6,14,2,6,1,0,4,8,2,0,0,0,12,16,0,0,4,4,2,3,1,4,9,6,2,2,0,0,0,0,3,2,1,11,9,10,2,3,0,4,2,6,2.15,3.3,3.6
2014-15,26,PARMA,ATALANTA,08/03/2015,ENNIO TARDINI - PARMA,15:00,MARCO DI BELLO,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Roberto Donadoni,Edoardo Reja,51%,49%,3,3,1,0,0 (0),0 (0),13,8,9,4,1,0,4,4,0,1,0,0,23,15,0,0,5,1,6,2,0,0,5,4,1,2,1,0,0,0,8,10,3,3,26,12,3,4,2,2,4,1,3.75,3.2,2.15
2014-15,26,UDINESE,TORINO,08/03/2015,DACIA ARENA - STADIO FRIULI - UDINE,15:00,NICOLA RIZZOLI,3,2,H,2,1,H,1,1,D,0,2,0,1,0,0,1,0,0,0,1,0,Andrea Stramaccioni,Gian Piero Ventura,43%,57%,5,1,1,1,0 (0),0 (0),10,14,5,11,0,0,5,3,0,0,0,0,14,15,0,1,5,7,1,5,0,1,3,4,3,2,0,0,0,0,9,4,4,13,25,17,7,8,4,6,4,8,2.6,3,2.88
2014-15,26,NAPOLI,INTER,08/03/2015,SAN PAOLO - NAPOLI,20:45,GIANLUCA ROCCHI,2,2,D,0,0,D,2,2,D,0,0,0,1,1,0,0,0,0,0,2,0,Rafael Benitez,Roberto Mancini,41%,59%,2,5,0,2,0 (0),1 (1),15,10,8,5,0,1,7,5,1,1,0,0,11,18,0,0,6,3,2,1,8,2,5,5,1,3,1,0,0,0,10,1,7,16,19,20,10,5,2,9,9,5,1.95,3.5,4
2014-15,26,LAZIO,FIORENTINA,09/03/2015,OLIMPICO - ROMA,19:00,PAOLO TAGLIAVENTO,4,0,H,1,0,H,3,0,H,1,0,0,1,1,1,0,0,0,0,0,0,Stefano Pioli,Vincenzo Montella,49%,51%,1,9,0,4,1 (1),0 (0),16,5,14,1,2,1,2,4,0,2,0,0,10,11,1,0,9,1,5,2,4,3,3,5,2,3,0,0,0,0,13,5,10,11,20,19,5,6,9,5,11,6,2,3.3,4
2014-15,26,JUVENTUS,SASSUOLO,09/03/2015,ALLIANZ STADIUM - TORINO,21:00,SEBASTIANO PERUZZO,1,0,H,0,0,D,1,0,H,0,0,0,0,0,1,0,0,0,0,0,0,Massimiliano Allegri,Eusebio Di Francesco,62%,38%,1,4,0,0,0 (0),0 (0),17,3,8,1,0,0,9,2,3,1,0,0,21,15,0,0,10,0,2,0,1,0,13,1,2,4,0,0,0,0,8,6,13,5,14,10,9,3,9,2,12,3,1.2,6.5,15
2014-15,27,PALERMO,JUVENTUS,14/03/2015,RENZO BARBERA - PALERMO,18:00,MARCO GUIDA,0,1,A,0,0,D,0,1,A,0,0,0,0,0,0,0,0,0,0,1,0,Giuseppe Iachini,Massimiliano Allegri,52%,48%,2,0,1,0,0 (0),0 (0),5,13,3,4,0,1,2,9,0,0,0,0,10,17,0,0,4,12,2,1,2,4,5,4,3,4,0,0,0,0,4,4,9,7,28,20,10,25,6,11,15,6,4.75,3.4,1.8
2014-15,27,CAGLIARI,EMPOLI,14/03/2015,SANT'ELIA - CAGLIARI,20:45,NICOLA RIZZOLI,1,1,D,1,0,H,0,1,A,0,1,0,0,0,0,0,0,0,0,0,1,Zdenek Zeman,Maurizio Sarri,43%,57%,3,3,0,2,0 (0),0 (0),13,12,7,5,1,0,6,7,0,1,0,0,11,13,2,0,3,3,1,0,4,1,4,5,2,1,0,0,0,0,7,6,10,10,14,11,9,10,10,7,8,8,2.4,3.3,3
2014-15,27,ATALANTA,UDINESE,15/03/2015,GEWISS STADIUM - BERGAMO,15:00,GIANLUCA ROCCHI,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Edoardo Reja,Andrea Stramaccioni,48%,52%,0,4,0,1,0 (0),0 (0),10,6,6,1,1,0,4,5,0,0,0,0,15,13,0,1,4,3,1,1,0,2,5,3,3,3,0,0,1,0,5,4,9,11,10,14,10,4,5,6,5,3,2.4,3.1,3.2
2014-15,27,GENOA,CHIEVOVERONA,15/03/2015,LUIGI FERRARIS - GENOVA,15:00,DANIELE DOVERI,0,2,A,0,0,D,0,2,A,0,0,0,0,0,0,0,0,0,1,1,0,Gian Piero Gasperini,Rolando Maran,61%,39%,5,4,0,1,0 (0),0 (0),17,13,7,8,1,0,10,5,2,0,0,0,15,17,0,0,6,6,4,6,2,4,3,5,4,3,0,0,0,0,5,4,25,7,28,14,2,2,2,1,5,6,1.91,3.4,4.33
2014-15,27,SASSUOLO,PARMA,15/03/2015,MAPEI STADIUM - REGGIO EMILIA,15:00,ANGELO CERVELLERA,4,1,H,2,1,H,2,0,H,0,1,1,1,1,0,0,1,0,0,0,0,Eusebio Di Francesco,Roberto Donadoni,56%,44%,2,4,0,0,1 (1),0 (0),16,6,13,4,1,1,3,2,0,1,0,0,15,27,0,0,10,4,3,2,1,3,4,3,2,4,0,0,0,1,3,0,7,8,12,13,8,2,1,2,5,2,1.62,3.75,6.25
2014-15,27,HELLAS VERONA,NAPOLI,15/03/2015,MARCANTONIO BENTEGODI - VERONA,18:00,LUCA BANTI,2,0,H,1,0,H,1,0,H,1,0,0,1,0,0,0,0,0,0,0,0,Andrea Mandorlini,Rafael Benitez,40%,60%,7,2,1,0,0 (0),0 (0),11,16,6,12,1,1,5,4,0,0,0,0,16,10,0,1,5,4,2,2,2,2,5,6,4,5,1,0,0,0,8,3,9,15,30,13,6,6,4,8,6,7,4.5,3.5,1.85
2014-15,27,INTER,CESENA,15/03/2015,GIUSEPPE MEAZZA - MILANO,20:45,ANDREA GERVASONI,1,1,D,0,1,A,1,0,H,0,0,0,1,0,0,0,1,0,0,0,0,Roberto Mancini,Domenico Di Carlo,64%,36%,0,2,1,0,0 (0),0 (0),17,6,6,2,0,0,11,4,1,0,0,0,15,17,1,0,10,5,3,2,3,2,7,2,1,1,0,0,0,0,4,6,25,7,9,15,10,8,16,10,13,2,1.36,4.75,9.5
