Year,Matchday,Team_1,Team_2,Day,Stadium,Time,Referee,Gls_T1,Gls_T2,FR,Gls_fh_T1,Gls_fh_T2,FHR,Gls_sh_T1,Gls_sh_T2,SHR,Gls_0_15_T1,Gls_16_30_T1,Gls_31_HT_T1,Gls_46_60_T1,Gls_61_75_T1,Gls_76_FT_T1,Gls_0_15_T2,Gls_16_30_T2,Gls_31_HT_T2,Gls_46_60_T2,Gls_61_75_T2,Gls_76_FT_T2,Coach_T1,Coach_T2,Svs_T1,Svs_T2,Pnt_T1,Pnt_T2,Atp_T1,Atp_T2,Atp_on_T1,Atp_on_T2,Atp_off_T1,Atp_off_T2,FlsC_T1,FlsC_T2,Post_T1,Post_T2,Ast_T1,Ast_T2,Off_T1,Off_T2,Crn_T1,Crn_T2,1st_yllw_crd_T1,1st_yllw_crd_T2,2nd_yllw_crd_T1,2nd_yllw_crd_T2,rd_crd_T1,rd_crd_T2,bet365_home_win,bet365_draw,bet365_away_win
2011-12,21,UDINESE,LECCE,01/02/2012,DACIA ARENA - STADIO FRIULI - UDINE,20:45,DANIELE DOVERI,2,1,H,2,1,H,0,0,D,1,0,1,0,0,0,0,1,0,0,0,0,Francesco Guidolin,Serse Cosmi,4,4,0 (0),0 (0),9,13,6,5,3,8,13,15,0,0,1,0,4,2,3,3,2,1,0,0,0,0,1.44,4.2,7
2011-12,21,NOVARA,CHIEVOVERONA,02/02/2012,SILVIO PIOLA - NOVARA,20:45,DAVIDE MASSA,1,2,A,0,1,A,1,1,D,0,0,0,0,0,1,0,0,1,0,0,1,Emiliano Mondonico,Domenico Di Carlo,3,3,0 (0),0 (0),9,10,4,5,5,5,11,21,0,0,1,1,0,3,2,3,2,2,0,0,0,0,2.63,3.1,2.75
2011-12,21,ATALANTA,GENOA,15/02/2012,GEWISS STADIUM - BERGAMO,18:30,DANIELE DOVERI,1,0,H,0,0,D,1,0,H,0,0,0,0,0,1,0,0,0,0,0,0,Stefano Colantuono,Pasquale Marino,1,3,0 (0),0 (0),8,6,4,2,4,4,16,22,1,1,3,0,1,1,5,7,2,1,0,0,0,0,2.1,3.3,3.5
2011-12,21,PARMA,JUVENTUS,15/02/2012,ENNIO TARDINI - PARMA,18:30,PAOLO SILVIO MAZZOLENI,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Roberto Donadoni,Antonio Conte,5,1,0 (0),0 (0),4,15,1,6,3,9,17,11,0,1,0,5,2,0,4,7,1,3,0,0,0,0,4.75,3.4,1.8
2011-12,21,BOLOGNA,FIORENTINA,21/02/2012,RENATO DALL'ARA - BOLOGNA,18:30,ANTONIO DANILO GIANNOCCARO,2,0,H,2,0,H,0,0,D,0,1,1,0,0,0,0,0,0,0,0,0,Stefano Pioli,Delio Rossi,3,3,0 (0),0 (0),10,7,5,3,5,4,17,17,0,0,2,2,5,2,5,7,1,3,0,0,0,1,2.5,3,3
2011-12,21,ROBUR SIENA,CATANIA,22/02/2012,ARTEMIO FRANCHI - SIENA,18:30,CARMINE RUSSO,0,1,A,0,1,A,0,0,D,0,0,0,0,0,0,0,1,0,0,0,0,Giuseppe Sannino,Vincenzo Montella,1,6,0 (0),1 (1),10,8,6,2,4,6,17,13,0,0,1,2,3,1,10,1,2,2,0,0,0,0,2.1,3.2,3.6
2011-12,22,ROMA,INTER,04/02/2012,OLIMPICO - ROMA,15:00,ANDREA DE MARCO,4,0,H,2,0,H,2,0,H,1,0,1,1,0,1,0,0,0,0,0,0,Luis Enrique,Claudio Ranieri,2,2,0 (0),0 (0),8,3,6,2,2,1,17,12,0,0,4,0,1,0,4,3,3,2,0,0,0,0,2.4,3.2,3
2011-12,22,GENOA,LAZIO,05/02/2012,LUIGI FERRARIS - GENOVA,12:30,PAOLO TAGLIAVENTO,3,2,H,2,0,H,1,2,A,1,1,0,1,0,0,0,0,0,1,0,1,Pasquale Marino,Edoardo Reja,5,3,0 (0),1 (1),9,15,6,7,3,8,17,14,0,0,3,0,5,1,3,11,4,2,0,0,0,1,2.5,3.25,2.8
2011-12,22,CHIEVOVERONA,PARMA,05/02/2012,MARCANTONIO BENTEGODI - VERONA,15:00,LUIGI NASCA,1,2,A,0,0,D,1,2,A,0,0,0,1,0,0,0,0,0,1,1,0,Domenico Di Carlo,Roberto Donadoni,4,6,0 (0),0 (0),10,7,7,5,3,2,11,22,0,0,2,2,2,3,10,3,0,2,0,0,0,0,2.3,3.1,3.3
2011-12,22,FIORENTINA,UDINESE,05/02/2012,ARTEMIO FRANCHI - FIRENZE,15:00,PAOLO SILVIO MAZZOLENI,3,2,H,1,1,D,2,1,H,0,0,1,1,0,1,1,0,0,0,0,1,Delio Rossi,Francesco Guidolin,4,3,2 (2),0 (0),11,9,6,6,5,3,17,16,0,0,2,3,0,7,3,5,2,1,0,0,0,0,2.4,3.2,3
2011-12,22,JUVENTUS,ROBUR SIENA,05/02/2012,ALLIANZ STADIUM - TORINO,15:00,SEBASTIANO PERUZZO,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Antonio Conte,Giuseppe Sannino,2,8,0 (0),0 (0),15,7,8,2,7,5,9,12,0,0,0,0,2,3,9,3,3,2,0,0,0,0,1.3,5,11
2011-12,22,LECCE,BOLOGNA,05/02/2012,ETTORE GIARDINIERO - VIA DEL MARE - LECCE,15:00,PAOLO VALERI,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Serse Cosmi,Stefano Pioli,2,3,0 (0),0 (0),7,6,3,2,4,4,24,18,0,0,2,0,5,2,6,4,3,5,1,0,0,0,2.3,3.2,3.2
2011-12,22,MILAN,NAPOLI,05/02/2012,GIUSEPPE MEAZZA - MILANO,15:00,NICOLA RIZZOLI,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Massimiliano Allegri,Walter Mazzarri,1,5,0 (0),0 (0),12,8,5,1,7,7,16,10,0,0,0,1,2,3,12,8,4,3,0,0,1,0,1.73,3.5,5
2011-12,22,NOVARA,CAGLIARI,05/02/2012,SILVIO PIOLA - NOVARA,15:00,GABRIELE GAVA,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Emiliano Mondonico,Davide Ballardini,3,4,0 (0),0 (0),7,12,4,3,3,9,16,17,0,0,2,0,3,2,4,5,2,0,0,0,0,0,2.8,3.1,2.63
2011-12,22,PALERMO,ATALANTA,05/02/2012,RENZO BARBERA - PALERMO,15:00,CHRISTIAN BRIGHI,2,1,H,1,0,H,1,1,D,0,1,0,1,0,0,0,0,0,1,0,0,Bortolo Mutti,Stefano Colantuono,1,8,1 (1),0 (0),20,5,12,2,8,3,24,12,2,0,1,1,2,6,6,1,2,3,0,0,0,1,1.83,3.4,4.5
2011-12,22,CESENA,CATANIA,07/03/2012,OROGEL STADIUM - CESENA,18:30,GIANLUCA ROCCHI,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Mario Beretta,Vincenzo Montella,0,0,0 (0),0 (0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,1,2.7,3,2.8
2011-12,23,LAZIO,CESENA,09/02/2012,OLIMPICO - ROMA,20:45,ANDREA ROMEO,3,2,H,0,2,A,3,0,H,0,0,0,1,2,0,1,0,1,0,0,0,Edoardo Reja,Daniele Arrigoni,2,2,0 (0),1 (1),7,7,5,4,2,3,8,17,0,0,3,2,6,3,6,0,2,4,0,0,1,0,1.5,3.75,7.5
2011-12,23,UDINESE,MILAN,11/02/2012,DACIA ARENA - STADIO FRIULI - UDINE,18:00,MAURO BERGONZI,1,2,A,1,0,H,0,2,A,0,1,0,0,0,0,0,0,0,0,0,2,Francesco Guidolin,Massimiliano Allegri,3,8,0 (0),0 (0),14,11,9,5,5,6,20,15,0,0,1,0,5,0,11,3,2,2,0,0,0,0,2.5,3.2,2.88
2011-12,23,CAGLIARI,PALERMO,11/02/2012,SANT'ELIA - CAGLIARI,20:45,ANTONIO DANILO GIANNOCCARO,2,1,H,0,0,D,2,1,H,0,0,0,1,0,1,0,0,0,0,0,1,Davide Ballardini,Bortolo Mutti,5,7,0 (0),1 (1),16,10,9,6,7,4,13,16,0,0,4,2,2,4,3,8,3,3,0,0,0,0,2.1,3.2,3.6
2011-12,23,ATALANTA,LECCE,12/02/2012,GEWISS STADIUM - BERGAMO,15:00,ANDREA GERVASONI,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Stefano Colantuono,Serse Cosmi,1,3,0 (0),0 (0),9,6,5,1,4,5,8,19,2,0,1,0,7,2,6,3,2,2,0,0,0,0,1.83,3.4,4.5
2011-12,23,CATANIA,GENOA,12/02/2012,ANGELO MASSIMINO - CATANIA,15:00,PIERO GIACOMELLI,4,0,H,1,0,H,3,0,H,1,0,0,2,1,0,0,0,0,0,0,0,Vincenzo Montella,Pasquale Marino,3,3,1 (1),0 (0),12,9,7,3,5,6,16,9,0,0,2,0,0,0,3,5,0,5,0,0,0,0,2.1,3.25,3.5
2011-12,23,INTER,NOVARA,12/02/2012,GIUSEPPE MEAZZA - MILANO,15:00,CARMINE RUSSO,0,1,A,0,0,D,0,1,A,0,0,0,0,0,0,0,0,0,1,0,0,Claudio Ranieri,Emiliano Mondonico,3,8,0 (0),0 (0),20,5,7,4,13,1,8,21,1,0,3,0,1,3,8,7,0,2,0,1,0,0,1.25,5.5,13
2011-12,23,NAPOLI,CHIEVOVERONA,13/02/2012,SAN PAOLO - NAPOLI,20:45,GABRIELE GAVA,2,0,H,2,0,H,0,0,D,1,0,1,0,0,0,0,0,0,0,0,0,Walter Mazzarri,Domenico Di Carlo,3,4,1 (1),0 (0),10,6,6,3,4,3,6,17,0,0,0,0,1,2,9,4,3,3,0,0,0,0,1.53,4,6
2011-12,23,ROBUR SIENA,ROMA,13/02/2012,ARTEMIO FRANCHI - SIENA,20:45,GIANLUCA ROCCHI,1,0,H,0,0,D,1,0,H,0,0,0,1,0,0,0,0,0,0,0,0,Giuseppe Sannino,Luis Enrique,4,2,1 (1),0 (0),6,8,3,4,3,4,19,16,0,0,4,1,3,0,3,3,1,2,0,0,0,0,3.1,3.25,2.3
2011-12,23,BOLOGNA,JUVENTUS,07/03/2012,RENATO DALL'ARA - BOLOGNA,18:30,LUCA BANTI,1,1,D,1,0,H,0,1,A,0,1,0,0,0,0,0,0,0,1,0,0,Stefano Pioli,Antonio Conte,3,0,0 (0),0 (0),5,8,1,4,4,4,16,17,0,0,0,0,4,1,1,5,3,2,0,1,0,0,5,3.5,1.73
2011-12,23,PARMA,FIORENTINA,07/03/2012,ENNIO TARDINI - PARMA,18:30,NICOLA RIZZOLI,2,2,D,1,0,H,1,2,A,0,1,0,0,0,1,0,0,0,1,1,0,Roberto Donadoni,Delio Rossi,0,4,1 (1),0 (0),9,9,6,2,3,7,15,13,0,0,3,2,6,1,7,2,2,5,0,0,0,0,2.1,3.1,3.75
2011-12,24,FIORENTINA,NAPOLI,17/02/2012,ARTEMIO FRANCHI - FIRENZE,20:45,DANIELE ORSATO,0,3,A,0,1,A,0,2,A,0,0,0,0,0,0,1,0,0,1,0,1,Delio Rossi,Walter Mazzarri,2,4,0 (0),0 (0),12,10,5,6,7,4,16,10,1,1,3,3,2,1,5,4,2,3,0,0,0,0,2.38,3,3.25
2011-12,24,INTER,BOLOGNA,17/02/2012,GIUSEPPE MEAZZA - MILANO,20:45,ANTONIO DAMATO,0,3,A,0,2,A,0,1,A,0,0,0,0,0,0,0,0,2,0,0,1,Claudio Ranieri,Stefano Pioli,2,5,0 (0),0 (0),11,8,5,5,6,3,21,11,0,0,1,2,3,7,6,2,1,1,0,0,0,0,1.44,4,8
2011-12,24,JUVENTUS,CATANIA,18/02/2012,ALLIANZ STADIUM - TORINO,20:45,CHRISTIAN BRIGHI,3,1,H,1,1,D,2,0,H,0,1,0,0,1,1,1,0,0,0,0,0,Antonio Conte,Vincenzo Montella,4,7,0 (0),0 (0),23,7,12,6,11,1,11,15,2,1,5,0,6,1,8,1,2,2,0,1,0,0,1.33,5,9
2011-12,24,LECCE,ROBUR SIENA,19/02/2012,ETTORE GIARDINIERO - VIA DEL MARE - LECCE,12:30,NICOLA RIZZOLI,4,1,H,1,1,D,3,0,H,0,0,1,0,1,2,0,1,0,0,0,0,Serse Cosmi,Giuseppe Sannino,3,2,1 (1),0 (0),10,5,6,4,4,1,8,22,0,0,1,3,0,1,4,5,3,5,0,0,1,0,2.4,3.2,3
2011-12,24,CESENA,MILAN,19/02/2012,OROGEL STADIUM - CESENA,15:00,PAOLO VALERI,1,3,A,0,2,A,1,1,D,0,0,0,0,1,0,0,1,1,1,0,0,Daniele Arrigoni,Massimiliano Allegri,4,2,0 (0),0 (0),8,15,3,7,5,8,15,8,0,0,1,3,3,1,4,6,3,1,0,0,0,0,6.5,3.8,1.53
2011-12,24,GENOA,CHIEVOVERONA,19/02/2012,LUIGI FERRARIS - GENOVA,15:00,MARCO GUIDA,0,1,A,0,1,A,0,0,D,0,0,0,0,0,0,0,1,0,0,0,0,Pasquale Marino,Domenico Di Carlo,5,4,0 (0),0 (0),11,8,4,6,7,2,16,22,0,0,2,2,4,0,11,5,3,5,0,0,0,0,1.91,3.4,4
2011-12,24,NOVARA,ATALANTA,19/02/2012,SILVIO PIOLA - NOVARA,15:00,LUCA BANTI,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Emiliano Mondonico,Stefano Colantuono,4,4,0 (0),0 (0),10,7,5,5,5,2,11,15,1,1,1,2,2,2,9,7,0,0,1,0,0,0,2.6,3.2,2.75
2011-12,24,ROMA,PARMA,19/02/2012,OLIMPICO - ROMA,15:00,SEBASTIANO PERUZZO,1,0,H,1,0,H,0,0,D,0,1,0,0,0,0,0,0,0,0,0,0,Luis Enrique,Roberto Donadoni,2,7,0 (0),0 (0),10,2,8,2,2,0,14,25,0,0,2,0,6,7,5,3,1,3,0,0,0,0,1.57,3.75,6
2011-12,24,PALERMO,LAZIO,19/02/2012,RENZO BARBERA - PALERMO,20:45,ANDREA DE MARCO,5,1,H,3,0,H,2,1,H,1,1,1,2,0,0,0,0,0,0,0,1,Bortolo Mutti,Edoardo Reja,9,1,0 (0),0 (0),10,17,6,10,4,7,10,15,0,0,4,1,2,0,3,5,0,2,0,1,0,0,2.4,3.2,3
2011-12,24,UDINESE,CAGLIARI,19/02/2012,DACIA ARENA - STADIO FRIULI - UDINE,20:45,DOMENICO CELI,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Francesco Guidolin,Davide Ballardini,0,2,0 (0),0 (0),9,4,2,1,7,3,19,16,0,0,2,1,6,1,3,1,2,3,0,0,0,0,1.95,3.4,4
2011-12,25,GENOA,PARMA,25/02/2012,LUIGI FERRARIS - GENOVA,18:00,ANDREA ROMEO,2,2,D,0,1,A,2,1,H,0,0,0,0,0,2,1,0,0,1,0,0,Pasquale Marino,Roberto Donadoni,1,2,1 (0),0 (0),10,6,5,3,5,3,10,10,0,0,1,0,2,2,7,6,2,5,0,0,0,1,2.1,3.2,3.6
2011-12,25,MILAN,JUVENTUS,25/02/2012,GIUSEPPE MEAZZA - MILANO,20:45,PAOLO TAGLIAVENTO,1,1,D,1,0,H,0,1,A,1,0,0,0,0,0,0,0,0,0,0,1,Massimiliano Allegri,Antonio Conte,2,2,0 (0),0 (0),6,9,3,3,3,6,11,11,0,0,1,0,1,2,10,2,3,3,0,0,0,1,2.2,3.25,3.3
2011-12,25,ATALANTA,ROMA,26/02/2012,GEWISS STADIUM - BERGAMO,15:00,ANTONIO DAMATO,4,1,H,2,1,H,2,0,H,1,1,0,1,1,0,0,0,1,0,0,0,Stefano Colantuono,Luis Enrique,0,1,0 (0),0 (0),9,8,6,1,3,7,17,22,1,0,3,0,4,0,2,3,4,2,0,0,0,2,3,3.25,2.38
2011-12,25,CAGLIARI,LECCE,26/02/2012,SANT'ELIA - CAGLIARI,15:00,GIANLUCA ROCCHI,1,2,A,0,1,A,1,1,D,0,0,0,1,0,0,0,0,1,0,1,0,Davide Ballardini,Serse Cosmi,1,5,1 (1),0 (0),12,7,7,3,5,4,17,17,1,0,1,1,1,3,8,0,3,2,1,0,0,0,1.8,3.4,4.75
2011-12,25,CATANIA,NOVARA,26/02/2012,ANGELO MASSIMINO - CATANIA,15:00,GIANPAOLO CALVARESE,3,1,H,1,0,H,2,1,H,0,1,0,2,0,0,0,0,0,0,0,1,Vincenzo Montella,Emiliano Mondonico,3,7,0 (0),0 (0),19,14,10,5,9,9,12,14,0,2,2,1,2,1,7,3,0,2,0,0,0,0,1.53,3.8,6.5
2011-12,25,CHIEVOVERONA,CESENA,26/02/2012,MARCANTONIO BENTEGODI - VERONA,15:00,ANDREA DE MARCO,1,0,H,0,0,D,1,0,H,0,0,0,0,0,1,0,0,0,0,0,0,Domenico Di Carlo,Mario Beretta,2,3,0 (0),0 (0),13,7,4,2,9,5,14,16,0,0,2,1,6,5,1,3,3,3,0,1,0,0,2,3.2,4
2011-12,25,ROBUR SIENA,PALERMO,26/02/2012,ARTEMIO FRANCHI - SIENA,15:00,GABRIELE GAVA,4,1,H,2,1,H,2,0,H,0,1,1,2,0,0,1,0,0,0,0,0,Giuseppe Sannino,Bortolo Mutti,4,2,1 (1),0 (0),10,6,6,5,4,1,16,9,0,0,2,0,8,0,6,7,2,5,0,0,0,1,2.2,3.2,3.4
2011-12,25,BOLOGNA,UDINESE,26/02/2012,RENATO DALL'ARA - BOLOGNA,20:45,PAOLO SILVIO MAZZOLENI,1,3,A,0,1,A,1,2,A,0,0,0,0,0,1,0,0,1,1,0,1,Stefano Pioli,Francesco Guidolin,3,1,0 (0),1 (1),5,8,2,6,3,2,21,22,0,0,1,1,1,1,2,2,3,4,0,0,0,0,2.5,3,3
2011-12,25,LAZIO,FIORENTINA,26/02/2012,OLIMPICO - ROMA,20:45,CHRISTIAN BRIGHI,1,0,H,1,0,H,0,0,D,0,0,1,0,0,0,0,0,0,0,0,0,Edoardo Reja,Delio Rossi,3,1,0 (0),0 (0),5,4,3,3,2,1,10,18,1,0,1,0,1,4,2,5,1,1,0,0,0,0,2.1,3.25,3.6
2011-12,25,NAPOLI,INTER,26/02/2012,SAN PAOLO - NAPOLI,20:45,MAURO BERGONZI,1,0,H,0,0,D,1,0,H,0,0,0,1,0,0,0,0,0,0,0,0,Walter Mazzarri,Claudio Ranieri,1,5,0 (0),0 (0),14,6,6,1,8,5,12,15,0,0,1,0,2,0,11,0,1,5,0,0,1,0,1.83,3.4,4.33
2011-12,26,PALERMO,MILAN,03/03/2012,RENZO BARBERA - PALERMO,18:00,DANIELE ORSATO,0,4,A,0,3,A,0,1,A,0,0,0,0,0,0,0,1,2,1,0,0,Bortolo Mutti,Massimiliano Allegri,7,3,0 (0),0 (0),10,18,4,11,6,7,5,13,1,0,1,3,1,1,5,9,0,0,0,0,0,0,4.75,3.6,1.73
2011-12,26,JUVENTUS,CHIEVOVERONA,03/03/2012,ALLIANZ STADIUM - TORINO,20:45,ANDREA GERVASONI,1,1,D,1,0,H,0,1,A,0,1,0,0,0,0,0,0,0,0,0,1,Antonio Conte,Domenico Di Carlo,2,3,0 (0),0 (0),9,11,5,3,4,8,7,13,1,0,2,3,1,2,12,0,0,1,0,0,0,0,1.29,5.25,10
2011-12,26,PARMA,NAPOLI,04/03/2012,ENNIO TARDINI - PARMA,12:30,PAOLO VALERI,1,2,A,0,1,A,1,1,D,0,0,0,0,0,1,0,0,1,0,0,1,Roberto Donadoni,Walter Mazzarri,1,4,0 (0),1 (0),12,9,5,5,7,4,19,15,0,1,3,2,4,3,11,1,4,4,0,0,0,0,3.6,3.2,2.1
2011-12,26,FIORENTINA,CESENA,04/03/2012,ARTEMIO FRANCHI - FIRENZE,15:00,MARCO GUIDA,2,0,H,0,0,D,2,0,H,0,0,0,0,2,0,0,0,0,0,0,0,Delio Rossi,Mario Beretta,3,3,0 (0),0 (0),9,7,4,3,5,4,18,16,0,0,1,1,3,1,5,3,2,2,0,0,0,0,1.5,3.75,7.5
2011-12,26,LECCE,GENOA,04/03/2012,ETTORE GIARDINIERO - VIA DEL MARE - LECCE,15:00,CARMINE RUSSO,2,2,D,0,1,A,2,1,H,0,0,0,0,1,1,0,1,0,0,0,1,Serse Cosmi,Pasquale Marino,6,1,0 (0),0 (0),7,15,3,8,4,7,13,16,0,0,1,3,5,2,3,8,5,2,0,0,0,0,2.15,3.3,3.4
2011-12,26,ROBUR SIENA,CAGLIARI,04/03/2012,ARTEMIO FRANCHI - SIENA,15:00,DANIELE DOVERI,3,0,H,1,0,H,2,0,H,0,0,1,0,0,2,0,0,0,0,0,0,Giuseppe Sannino,Davide Ballardini,2,1,0 (0),0 (0),6,7,4,2,2,5,22,11,0,0,2,1,5,3,4,6,2,1,0,0,0,0,2.1,3.2,3.6
2011-12,26,ROMA,LAZIO,04/03/2012,OLIMPICO - ROMA,15:00,MAURO BERGONZI,1,2,A,1,1,D,0,1,A,0,1,0,0,0,0,1,0,0,0,1,0,Luis Enrique,Edoardo Reja,4,0,0 (0),1 (1),5,8,2,6,3,2,10,25,1,0,1,2,2,0,2,2,4,4,0,1,1,0,2.1,3.3,3.5
2011-12,26,UDINESE,ATALANTA,04/03/2012,DACIA ARENA - STADIO FRIULI - UDINE,15:00,ANTONIO DANILO GIANNOCCARO,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Francesco Guidolin,Stefano Colantuono,1,8,0 (0),0 (0),16,3,8,1,8,2,12,17,0,0,1,1,3,2,5,1,2,3,0,0,0,0,1.67,3.5,5.5
2011-12,26,BOLOGNA,NOVARA,04/03/2012,RENATO DALL'ARA - BOLOGNA,18:30,DINO TOMMASI,1,0,H,0,0,D,1,0,H,0,0,0,0,0,1,0,0,0,0,0,0,Stefano Pioli,Emiliano Mondonico,0,5,1 (0),0 (0),16,2,8,0,8,2,8,14,1,0,0,0,7,2,10,4,2,3,0,0,0,0,1.73,3.5,5
2011-12,26,INTER,CATANIA,04/03/2012,GIUSEPPE MEAZZA - MILANO,20:45,DOMENICO CELI,2,2,D,0,2,A,2,0,H,0,0,0,0,1,1,0,1,1,0,0,0,Claudio Ranieri,Vincenzo Montella,2,5,0 (0),0 (0),12,11,7,4,5,7,13,15,0,0,0,6,3,3,7,3,1,1,0,0,0,0,1.67,3.5,5.5
2011-12,27,CHIEVOVERONA,INTER,09/03/2012,MARCANTONIO BENTEGODI - VERONA,20:45,PAOLO SILVIO MAZZOLENI,0,2,A,0,0,D,0,2,A,0,0,0,0,0,0,0,0,0,0,0,2,Domenico Di Carlo,Claudio Ranieri,3,0,0 (0),1 (0),3,14,0,7,3,7,17,11,0,1,0,2,1,2,2,8,0,0,0,0,0,0,2.75,3.2,2.6
2011-12,27,NAPOLI,CAGLIARI,09/03/2012,SAN PAOLO - NAPOLI,20:45,CHRISTIAN BRIGHI,6,3,H,3,1,H,3,2,H,1,2,0,1,1,1,0,0,1,0,0,2,Walter Mazzarri,Davide Ballardini,2,2,1 (1),0 (0),13,7,7,5,6,2,17,15,0,0,2,1,0,1,2,8,0,3,0,0,0,0,1.53,3.75,7
2011-12,27,PALERMO,ROMA,10/03/2012,RENZO BARBERA - PALERMO,20:45,LUCA BANTI,0,1,A,0,1,A,0,0,D,0,0,0,0,0,0,1,0,0,0,0,0,Bortolo Mutti,Luis Enrique,3,7,0 (0),0 (0),14,13,6,4,8,9,13,7,0,0,1,1,8,4,10,6,4,2,0,0,0,0,2.63,3.3,2.63
2011-12,27,ATALANTA,PARMA,11/03/2012,GEWISS STADIUM - BERGAMO,15:00,ANDREA GERVASONI,1,1,D,1,0,H,0,1,A,1,0,0,0,0,0,0,0,0,1,0,0,Stefano Colantuono,Roberto Donadoni,4,2,0 (0),0 (0),8,10,3,5,5,5,16,15,0,0,0,0,1,4,13,6,1,2,0,0,0,0,2.1,3.1,3.75
2011-12,27,CATANIA,FIORENTINA,11/03/2012,ANGELO MASSIMINO - CATANIA,15:00,DANIELE DOVERI,1,0,H,0,0,D,1,0,H,0,0,0,1,0,0,0,0,0,0,0,0,Vincenzo Montella,Delio Rossi,7,5,1 (1),0 (0),12,12,6,7,6,5,11,14,0,0,1,2,3,1,6,5,0,2,0,0,0,0,2,3.3,3.8
2011-12,27,CESENA,ROBUR SIENA,11/03/2012,OROGEL STADIUM - CESENA,15:00,ANTONIO DAMATO,0,2,A,0,0,D,0,2,A,0,0,0,0,0,0,0,0,0,0,1,1,Mario Beretta,Giuseppe Sannino,1,2,0 (0),1 (0),10,5,2,3,8,2,17,26,0,0,1,3,0,2,4,3,2,1,0,0,1,0,2.9,3.1,2.5
2011-12,27,GENOA,JUVENTUS,11/03/2012,LUIGI FERRARIS - GENOVA,15:00,NICOLA RIZZOLI,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Pasquale Marino,Antonio Conte,5,2,0 (0),0 (0),6,14,2,7,4,7,7,8,0,2,2,5,3,4,5,16,3,2,0,0,0,0,4.33,3.5,1.83
2011-12,27,MILAN,LECCE,11/03/2012,GIUSEPPE MEAZZA - MILANO,15:00,ANDREA DE MARCO,2,0,H,1,0,H,1,0,H,1,0,0,0,1,0,0,0,0,0,0,0,Massimiliano Allegri,Serse Cosmi,1,9,0 (0),0 (0),17,3,11,1,6,2,14,5,0,0,2,0,2,0,13,3,1,1,0,0,0,0,1.2,6,15
2011-12,27,LAZIO,BOLOGNA,11/03/2012,OLIMPICO - ROMA,20:45,MARCO GUIDA,1,3,A,0,2,A,1,1,D,0,0,0,1,0,0,1,1,0,1,0,0,Edoardo Reja,Stefano Pioli,3,5,0 (0),0 (0),6,11,5,7,1,4,13,14,0,1,1,1,4,2,7,4,0,1,0,0,2,0,1.67,3.5,5.5
2011-12,27,NOVARA,UDINESE,11/03/2012,SILVIO PIOLA - NOVARA,20:45,SEBASTIANO PERUZZO,1,0,H,1,0,H,0,0,D,0,1,0,0,0,0,0,0,0,0,0,0,Attilio Tesser,Francesco Guidolin,5,5,0 (0),0 (0),9,14,6,5,3,9,14,15,0,0,0,0,2,3,2,3,4,3,0,0,0,0,4.2,3.3,1.91
2011-12,28,PARMA,MILAN,17/03/2012,ENNIO TARDINI - PARMA,18:00,LUCA BANTI,0,2,A,0,1,A,0,1,A,0,0,0,0,0,0,0,1,0,1,0,0,Roberto Donadoni,Massimiliano Allegri,3,4,0 (0),1 (1),13,10,5,5,8,5,9,8,1,0,0,0,3,3,8,1,2,2,0,0,0,0,5.5,3.5,1.67
2011-12,28,FIORENTINA,JUVENTUS,17/03/2012,ARTEMIO FRANCHI - FIRENZE,20:45,MAURO BERGONZI,0,5,A,0,2,A,0,3,A,0,0,0,0,0,0,0,2,0,1,2,0,Delio Rossi,Antonio Conte,2,0,0 (0),0 (0),5,11,1,8,4,3,8,7,1,1,0,3,4,2,5,5,1,1,0,0,1,0,4,3.2,2
2011-12,28,CAGLIARI,CESENA,18/03/2012,SANT'ELIA - CAGLIARI,12:30,CARMINE RUSSO,3,0,H,2,0,H,1,0,H,1,0,1,1,0,0,0,0,0,0,0,0,Massimo Ficcadenti,Mario Beretta,4,1,2 (2),0 (0),8,4,4,4,4,0,15,11,0,0,1,0,6,4,9,5,2,1,0,2,0,0,1.53,3.75,7
2011-12,28,BOLOGNA,CHIEVOVERONA,18/03/2012,RENATO DALL'ARA - BOLOGNA,15:00,MASSIMILIANO IRRATI,2,2,D,0,1,A,2,1,H,0,0,0,1,0,1,0,1,0,0,1,0,Stefano Pioli,Domenico Di Carlo,2,3,0 (0),0 (0),10,9,5,4,5,5,15,20,0,0,1,3,2,3,8,1,1,4,0,0,0,0,2.2,2.8,4
